TipusCasData,MunicipiDescripcio,SexeDescripcio,TipusCasDescripcio,NumCasos
01/07/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,5
01/07/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
01/07/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,15
01/07/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
01/07/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,24
01/07/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,11
01/07/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,16
01/07/2022,BADALONA,Dona,Positiu PCR,12
01/07/2022,BADALONA,Dona,Positiu TAR,36
01/07/2022,BADALONA,Home,Positiu PCR,5
01/07/2022,BADALONA,Home,Positiu TAR,32
01/07/2022,BARCELONA,Dona,PCR probable,1
01/07/2022,BARCELONA,Dona,Positiu PCR,94
01/07/2022,BARCELONA,Dona,Positiu TAR,366
01/07/2022,BARCELONA,Dona,Positiu per ELISA,1
01/07/2022,BARCELONA,Home,Positiu PCR,66
01/07/2022,BARCELONA,Home,Positiu TAR,224
01/07/2022,BARCELONA,Home,Positiu per ELISA,1
01/07/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,17
01/07/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,55
01/07/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,4
01/07/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,36
01/07/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,7
01/07/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
01/07/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,4
01/07/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,5
01/07/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,30
01/07/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,2
01/07/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,18
01/08/2020,BADALONA,Dona,PCR probable,1
01/08/2020,BADALONA,Dona,Positiu PCR,7
01/08/2020,BADALONA,Dona,Positiu TAR,1
01/08/2020,BADALONA,Dona,Positiu per ELISA,5
01/08/2020,BADALONA,Home,Positiu PCR,7
01/08/2020,BADALONA,Home,Positiu per ELISA,7
01/08/2020,BARCELONA,Dona,PCR probable,1
01/08/2020,BARCELONA,Dona,Positiu PCR,54
01/08/2020,BARCELONA,Dona,Positiu TAR,1
01/08/2020,BARCELONA,Dona,Positiu per ELISA,28
01/08/2020,BARCELONA,Home,PCR probable,3
01/08/2020,BARCELONA,Home,Positiu PCR,44
01/08/2020,BARCELONA,Home,Positiu per ELISA,12
01/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,23
01/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
01/08/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,16
01/08/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,3
01/08/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
01/08/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,3
01/08/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,3
01/08/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,12
01/08/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,2
01/08/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,9
01/08/2021,BADALONA,Dona,Positiu PCR,8
01/08/2021,BADALONA,Dona,Positiu TAR,16
01/08/2021,BADALONA,Home,Positiu PCR,7
01/08/2021,BADALONA,Home,Positiu TAR,5
01/08/2021,BARCELONA,Dona,Positiu PCR,42
01/08/2021,BARCELONA,Dona,Positiu TAR,83
01/08/2021,BARCELONA,Dona,Positiu per ELISA,1
01/08/2021,BARCELONA,Home,Positiu PCR,47
01/08/2021,BARCELONA,Home,Positiu TAR,76
01/08/2021,BARCELONA,Home,Positiu per ELISA,1
01/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
01/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,10
01/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,22
01/08/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,2
01/08/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,18
01/08/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,19
01/08/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
01/08/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,4
01/08/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
01/08/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,1
01/08/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,9
01/08/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,10
01/09/2020,BADALONA,Dona,Epidemiològic,1
01/09/2020,BADALONA,Dona,Positiu PCR,24
01/09/2020,BADALONA,Dona,Positiu per ELISA,12
01/09/2020,BADALONA,Home,Positiu PCR,26
01/09/2020,BADALONA,Home,Positiu per ELISA,1
01/09/2020,BADALONA,Home,Positiu per Test Ràpid,1
01/09/2020,BARCELONA,Dona,Epidemiològic,1
01/09/2020,BARCELONA,Dona,PCR probable,2
01/09/2020,BARCELONA,Dona,Positiu PCR,158
01/09/2020,BARCELONA,Dona,Positiu TAR,3
01/09/2020,BARCELONA,Dona,Positiu per ELISA,24
01/09/2020,BARCELONA,Dona,Positiu per Test Ràpid,1
01/09/2020,BARCELONA,Home,PCR probable,6
01/09/2020,BARCELONA,Home,Positiu PCR,121
01/09/2020,BARCELONA,Home,Positiu per ELISA,16
01/09/2020,BARCELONA,Home,Positiu per Test Ràpid,6
01/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,6
01/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,47
01/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,3
01/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
01/09/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,10
01/09/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,42
01/09/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
01/09/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,4
01/09/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
01/09/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
01/09/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,14
01/09/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per Test Ràpid,3
01/09/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,10
01/09/2020,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,1
01/09/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,3
01/09/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per Test Ràpid,2
01/09/2021,BADALONA,Dona,Positiu PCR,13
01/09/2021,BADALONA,Dona,Positiu TAR,6
01/09/2021,BADALONA,Home,Positiu PCR,10
01/09/2021,BADALONA,Home,Positiu TAR,6
01/09/2021,BADALONA,Home,Positiu per ELISA,1
01/09/2021,BARCELONA,Dona,Positiu PCR,37
01/09/2021,BARCELONA,Dona,Positiu TAR,35
01/09/2021,BARCELONA,Dona,Positiu per ELISA,1
01/09/2021,BARCELONA,Home,Positiu PCR,27
01/09/2021,BARCELONA,Home,Positiu TAR,34
01/09/2021,BARCELONA,Home,Positiu per ELISA,1
01/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,8
01/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,2
01/09/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
01/09/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,8
01/09/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,6
01/09/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
01/09/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
01/09/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
01/09/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,3
01/09/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,2
01/10/2020,BADALONA,Dona,PCR probable,1
01/10/2020,BADALONA,Dona,Positiu PCR,28
01/10/2020,BADALONA,Dona,Positiu per ELISA,15
01/10/2020,BADALONA,Home,Positiu PCR,28
01/10/2020,BADALONA,Home,Positiu TAR,1
01/10/2020,BADALONA,Home,Positiu per ELISA,10
01/10/2020,BARCELONA,Dona,PCR probable,5
01/10/2020,BARCELONA,Dona,Positiu PCR,173
01/10/2020,BARCELONA,Dona,Positiu TAR,2
01/10/2020,BARCELONA,Dona,Positiu per ELISA,58
01/10/2020,BARCELONA,Dona,Positiu per Test Ràpid,2
01/10/2020,BARCELONA,Home,PCR probable,3
01/10/2020,BARCELONA,Home,Positiu PCR,175
01/10/2020,BARCELONA,Home,Positiu TAR,2
01/10/2020,BARCELONA,Home,Positiu per ELISA,39
01/10/2020,BARCELONA,Home,Positiu per Test Ràpid,2
01/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,4
01/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,46
01/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
01/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,39
01/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
01/10/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,16
01/10/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
01/10/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,14
01/10/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,6
01/10/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,20
01/10/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,6
01/10/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,17
01/10/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,1
01/10/2021,BADALONA,Dona,Positiu PCR,1
01/10/2021,BADALONA,Dona,Positiu TAR,4
01/10/2021,BADALONA,Home,Positiu PCR,2
01/10/2021,BADALONA,Home,Positiu TAR,3
01/10/2021,BADALONA,Home,Positiu per ELISA,1
01/10/2021,BARCELONA,Dona,PCR probable,3
01/10/2021,BARCELONA,Dona,Positiu PCR,20
01/10/2021,BARCELONA,Dona,Positiu TAR,11
01/10/2021,BARCELONA,Dona,Positiu per ELISA,5
01/10/2021,BARCELONA,Home,Positiu PCR,13
01/10/2021,BARCELONA,Home,Positiu TAR,13
01/10/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,3
01/10/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,1
01/10/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,1
01/10/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
01/10/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
01/10/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,2
01/11/2020,BADALONA,Dona,Positiu PCR,15
01/11/2020,BADALONA,Dona,Positiu TAR,4
01/11/2020,BADALONA,Dona,Positiu per ELISA,4
01/11/2020,BADALONA,Home,Positiu PCR,10
01/11/2020,BADALONA,Home,Positiu TAR,5
01/11/2020,BADALONA,Home,Positiu per ELISA,3
01/11/2020,BARCELONA,Dona,PCR probable,8
01/11/2020,BARCELONA,Dona,Positiu PCR,52
01/11/2020,BARCELONA,Dona,Positiu TAR,43
01/11/2020,BARCELONA,Dona,Positiu per ELISA,26
01/11/2020,BARCELONA,Home,PCR probable,2
01/11/2020,BARCELONA,Home,Positiu PCR,52
01/11/2020,BARCELONA,Home,Positiu TAR,40
01/11/2020,BARCELONA,Home,Positiu per ELISA,17
01/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
01/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,12
01/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,10
01/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,2
01/11/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
01/11/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,10
01/11/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,7
01/11/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,2
01/11/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
01/11/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,2
01/11/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
01/11/2020,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,4
01/11/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
01/11/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,13
01/11/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,2
01/11/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
01/11/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,11
01/11/2020,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,6
01/11/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,2
01/11/2021,BADALONA,Dona,Positiu TAR,1
01/11/2021,BADALONA,Home,Positiu PCR,1
01/11/2021,BADALONA,Home,Positiu TAR,1
01/11/2021,BARCELONA,Dona,Positiu PCR,6
01/11/2021,BARCELONA,Dona,Positiu TAR,6
01/11/2021,BARCELONA,Home,Positiu PCR,11
01/11/2021,BARCELONA,Home,Positiu TAR,5
01/11/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,1
01/11/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,1
01/12/2020,BADALONA,Dona,Positiu PCR,9
01/12/2020,BADALONA,Dona,Positiu TAR,6
01/12/2020,BADALONA,Dona,Positiu per ELISA,39
01/12/2020,BADALONA,Home,PCR probable,1
01/12/2020,BADALONA,Home,Positiu PCR,10
01/12/2020,BADALONA,Home,Positiu TAR,11
01/12/2020,BADALONA,Home,Positiu per ELISA,19
01/12/2020,BARCELONA,Dona,PCR probable,2
01/12/2020,BARCELONA,Dona,Positiu PCR,73
01/12/2020,BARCELONA,Dona,Positiu TAR,90
01/12/2020,BARCELONA,Dona,Positiu per ELISA,48
01/12/2020,BARCELONA,Dona,Positiu per Test Ràpid,3
01/12/2020,BARCELONA,Home,PCR probable,1
01/12/2020,BARCELONA,Home,Positiu PCR,74
01/12/2020,BARCELONA,Home,Positiu TAR,65
01/12/2020,BARCELONA,Home,Positiu per ELISA,31
01/12/2020,BARCELONA,Home,Positiu per Test Ràpid,5
01/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
01/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,16
01/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,11
01/12/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,2
01/12/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,3
01/12/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,18
01/12/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,8
01/12/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
01/12/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
01/12/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,4
01/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,3
01/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
01/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
01/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,6
01/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,15
01/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,2
01/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,9
01/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,9
01/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per Test Ràpid,1
01/12/2021,BADALONA,Dona,Positiu PCR,15
01/12/2021,BADALONA,Dona,Positiu TAR,11
01/12/2021,BADALONA,Home,Positiu PCR,21
01/12/2021,BADALONA,Home,Positiu TAR,12
01/12/2021,BARCELONA,Dona,Positiu PCR,137
01/12/2021,BARCELONA,Dona,Positiu TAR,148
01/12/2021,BARCELONA,Dona,Positiu per Test Ràpid,2
01/12/2021,BARCELONA,Home,Positiu PCR,126
01/12/2021,BARCELONA,Home,Positiu TAR,105
01/12/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,15
01/12/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,12
01/12/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
01/12/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,18
01/12/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,10
01/12/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,3
01/12/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,2
01/12/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
01/12/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,3
01/12/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
01/12/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,9
01/12/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu per Test Ràpid,1
01/12/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,7
01/12/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,1
02/01/2021,BADALONA,Dona,Positiu PCR,5
02/01/2021,BADALONA,Dona,Positiu TAR,21
02/01/2021,BADALONA,Dona,Positiu per ELISA,2
02/01/2021,BADALONA,Home,Positiu PCR,7
02/01/2021,BADALONA,Home,Positiu TAR,13
02/01/2021,BADALONA,Home,Positiu per ELISA,3
02/01/2021,BARCELONA,Dona,Positiu PCR,52
02/01/2021,BARCELONA,Dona,Positiu TAR,117
02/01/2021,BARCELONA,Dona,Positiu per ELISA,9
02/01/2021,BARCELONA,Dona,Positiu per Test Ràpid,1
02/01/2021,BARCELONA,Home,Positiu PCR,69
02/01/2021,BARCELONA,Home,Positiu TAR,97
02/01/2021,BARCELONA,Home,Positiu per ELISA,5
02/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,8
02/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,7
02/01/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,5
02/01/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,17
02/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
02/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,3
02/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
02/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
02/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
02/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,2
02/01/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,2
02/01/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,17
02/01/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,3
02/01/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,15
02/01/2022,BADALONA,Dona,Positiu PCR,26
02/01/2022,BADALONA,Dona,Positiu TAR,142
02/01/2022,BADALONA,Home,PCR probable,1
02/01/2022,BADALONA,Home,Positiu PCR,16
02/01/2022,BADALONA,Home,Positiu TAR,144
02/01/2022,BARCELONA,Dona,Positiu PCR,169
02/01/2022,BARCELONA,Dona,Positiu TAR,1273
02/01/2022,BARCELONA,Home,Positiu PCR,131
02/01/2022,BARCELONA,Home,Positiu TAR,1126
02/01/2022,BARCELONA,Home,Positiu per ELISA,1
02/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,24
02/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,175
02/01/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,24
02/01/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,152
02/01/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,7
02/01/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,41
02/01/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,3
02/01/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,35
02/01/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,7
02/01/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,90
02/01/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,3
02/01/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,82
02/02/2021,BADALONA,Dona,Positiu PCR,42
02/02/2021,BADALONA,Dona,Positiu TAR,19
02/02/2021,BADALONA,Dona,Positiu per ELISA,5
02/02/2021,BADALONA,Home,Positiu PCR,39
02/02/2021,BADALONA,Home,Positiu TAR,12
02/02/2021,BADALONA,Home,Positiu per ELISA,4
02/02/2021,BADALONA,Home,Positiu per Test Ràpid,1
02/02/2021,BARCELONA,Dona,Positiu PCR,158
02/02/2021,BARCELONA,Dona,Positiu TAR,188
02/02/2021,BARCELONA,Dona,Positiu per ELISA,32
02/02/2021,BARCELONA,Dona,Positiu per Test Ràpid,2
02/02/2021,BARCELONA,Home,PCR probable,1
02/02/2021,BARCELONA,Home,Positiu PCR,120
02/02/2021,BARCELONA,Home,Positiu TAR,156
02/02/2021,BARCELONA,Home,Positiu per ELISA,36
02/02/2021,BARCELONA,Home,Positiu per Test Ràpid,1
02/02/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
02/02/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,54
02/02/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,34
02/02/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
02/02/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,3
02/02/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,40
02/02/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,32
02/02/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,2
02/02/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
02/02/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,5
02/02/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,3
02/02/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,8
02/02/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,2
02/02/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,3
02/02/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,24
02/02/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,12
02/02/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,2
02/02/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,18
02/02/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,9
02/02/2022,BADALONA,Dona,Positiu PCR,30
02/02/2022,BADALONA,Dona,Positiu TAR,187
02/02/2022,BADALONA,Dona,Positiu per ELISA,1
02/02/2022,BADALONA,Home,PCR probable,1
02/02/2022,BADALONA,Home,Positiu PCR,13
02/02/2022,BADALONA,Home,Positiu TAR,151
02/02/2022,BARCELONA,Dona,PCR probable,1
02/02/2022,BARCELONA,Dona,Positiu PCR,185
02/02/2022,BARCELONA,Dona,Positiu TAR,1339
02/02/2022,BARCELONA,Dona,Positiu per ELISA,5
02/02/2022,BARCELONA,Dona,Positiu per Test Ràpid,1
02/02/2022,BARCELONA,Home,PCR probable,2
02/02/2022,BARCELONA,Home,Positiu PCR,119
02/02/2022,BARCELONA,Home,Positiu TAR,1026
02/02/2022,BARCELONA,Home,Positiu per ELISA,3
02/02/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,21
02/02/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,161
02/02/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,27
02/02/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,109
02/02/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
02/02/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,24
02/02/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
02/02/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
02/02/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,25
02/02/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,5
02/02/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,63
02/02/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,1
02/02/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,56
02/02/2022,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,1
02/03/2020,BARCELONA,Home,Positiu PCR,2
02/03/2021,BADALONA,Dona,Positiu PCR,19
02/03/2021,BADALONA,Dona,Positiu TAR,3
02/03/2021,BADALONA,Dona,Positiu per ELISA,6
02/03/2021,BADALONA,Home,Positiu PCR,28
02/03/2021,BADALONA,Home,Positiu TAR,5
02/03/2021,BADALONA,Home,Positiu per ELISA,5
02/03/2021,BADALONA,Home,Positiu per Test Ràpid,1
02/03/2021,BARCELONA,Dona,PCR probable,1
02/03/2021,BARCELONA,Dona,Positiu PCR,64
02/03/2021,BARCELONA,Dona,Positiu TAR,111
02/03/2021,BARCELONA,Dona,Positiu per ELISA,25
02/03/2021,BARCELONA,Home,PCR probable,1
02/03/2021,BARCELONA,Home,Positiu PCR,69
02/03/2021,BARCELONA,Home,Positiu TAR,87
02/03/2021,BARCELONA,Home,Positiu per ELISA,26
02/03/2021,BARCELONA,Home,Positiu per Test Ràpid,3
02/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,20
02/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,11
02/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
02/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,15
02/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,5
02/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
02/03/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
02/03/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,3
02/03/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
02/03/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
